"state_code","district_code","social_group_code","class_category_code","tnoh","tauh","woandsoh_noh","woandsoh_aoh","wlh_noh","wlh_auh","wotherwiseoh_noh","wotherwiseoh_auh","poplandpotherwiseo_noh","poplandpotherwiseo_auo","poplandpotherwiseo_aul","poplandpotherwiseo_auotho","poplandpotherwiseo_tauh","poplandpotherwiseo_for_fm","poplandpotherwiseo_for_fp","poplandpotherwiseo_for_sop","poplandpotherwiseo_for_um","poplandpotherwiseo_for_ot","poplandpotherwiseo_for_total","wl_for_fm","wl_for_fp","wl_for_sop","wl_for_um","wl_for_ot","wl_for_total","nsa","aucf","nac","aulefl","fothtcf","cwl","tul","lnotaforc","nowih","auwirrigatedh","nowunirrigatedh","auwunirrigatedh","nopih","aupih","aupihirrigated","nohrirrigation","netauhrirrigation","noh_canalirri","auh_canalirri","noh_tanksirri","auh_tanksirri","noh_wellsirri","auh_wellsirri","noh_tubewellsirri","auh_tubewellsirri","noh_othirri","auh_othirri","exnohrirri","nia","nowinusewelecps","nowinusewdiselps","tnowinusewps","tnowinusewopst","nownotinuse","tubewellselec","tubewellsdisel","tubewellstotal","noh_woresideinvor","auh_woresideinvor","noh_woresidepinvorandpinovtor","aoh_woresidepinvorandpinovtor","noh_woresideoutsidevortor","aoh_woresideoutsidevortor","noh_woresideoutsidetor","aoh_woresideoutsidetor","gca_irrigated","gca_unirrigated","gca_total","noh_individual","noh_joint","noh_institutional","auh_individual","auh_joint","auh_institutional"
28,539,3,4,35614,203575.46,35603,203502.38,0,0,0,0,11,36.17,36.91,0,73.08,0,36.91,0,0,0,36.91,0,0,0,0,0,0,129466.27,63674.29,193140.56,1467.66,5685.72,1395.18,8548.56,1886.34,10306,37163.54,7757,29220.24,15497,63082.49,26880.1,25803,64043.64,4351,15545.91,1895,3245.91,3655,5168.62,19324,38324.38,661,1758.82,25803,64043.64,5103,8,5111,34,974,25285,92,25377,35088,200659.69,163,940.6,283,1548.32,80,426.85,76788.69,66626.75,143415.44,35597,17,0,203492.7,82.76,0
28,539,3,5,4465,66142.13,4459,66068.45,0,0,0,0,6,39.91,33.77,0,73.68,0,14.42,19.35,0,0,33.77,0,0,0,0,0,0,33047.67,26935.66,59983.33,1059.96,2726.63,1022.52,4809.11,1349.69,862,5933.17,801,6088.75,2506,21025.75,8744.57,3368,14677.74,421,2747.59,381,876.64,760,1443.99,2750,8578.41,176,1031.11,3368,14677.74,939,0,939,0,291,4516,0,4516,4380,65084.99,36,482.85,34,386.71,15,187.58,16501.41,18604.13,35105.54,4465,0,0,66142.13,0,0
28,539,4,1,48,23.21,48,23.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16,11.89,18.05,0,1.93,0,1.93,3.23,21,3.23,9,2.93,0,0,0,21,3.23,0,0,1,0.49,0,0,0,0,20,2.74,21,3.23,0,0,0,0,0,0,0,0,42,21.2,0,0,6,2.01,0,0,3.23,2.93,6.16,0,0,48,0,0,23.21
28,539,4,2,20,28,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.78,8.6,20.38,0,2.45,0,2.45,5.17,10,3.6,10,8.18,0,0,0,10,3.6,0,0,0,0,0,0,0,0,10,3.6,10,3.6,0,0,0,0,0,0,0,0,20,28,0,0,0,0,0,0,3.61,8.2,11.81,0,0,20,0,0,28
28,539,4,3,21,57.52,21,57.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.69,29.18,44.87,0,4.07,0,4.07,8.58,6,5.37,6,6.16,3,4.16,2.51,9,7.88,0,0,0,0,0,0,2,1.7,7,6.18,9,7.88,0,0,0,0,0,3,0,3,21,57.52,0,0,0,0,0,0,7.91,7.83,15.74,0,0,21,0,0,57.52
28,539,4,4,24,160.68,24,160.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.87,76.15,117.02,0,13.98,0,13.98,29.68,12,21.97,7,14.45,2,4.45,2.02,14,23.99,1,4.05,0,0,0,0,2,2.02,11,17.92,14,23.99,0,0,0,0,0,4,0,4,24,160.68,0,0,0,0,0,0,24,16.88,40.88,0,0,24,0,0,160.68
28,539,4,5,46,2265.49,46,2265.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.85,1011.67,1572.52,0.2,221.69,0.2,222.09,470.88,31,473.24,8,69.39,2,18.22,4.45,33,477.69,6,32.59,1,0.41,1,0.81,1,1.21,26,442.67,33,477.69,1,0,1,0,1,3,0,3,46,2265.49,0,0,0,0,0,0,477.72,83.19,560.91,0,0,46,0,0,2265.49
28,540,1,1,55231,21243.31,55231,21243.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16557.3,4667.02,21224.32,0,17.75,1.24,18.99,0,22169,8939.89,18086,6741.82,1315,875.59,437.69,23484,9377.58,739,180.66,14463,5032.27,4368,2232,2943,1510.26,1238,422.39,23484,9377.58,4559,5,4564,0,66,2311,5,2316,52879,20271.91,218,115.91,2125,852.59,9,2.9,10185.61,7809.94,17995.55,55141,90,0,21212.15,31.16,0
28,540,1,2,9385,12776.45,9385,12776.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10453.42,2298.06,12751.48,2.9,22,0.07,24.97,0,4369,5406.82,2427,2861.85,1612,2184.75,1144.88,5981,6551.7,70,45.87,1864,1801.7,2306,2510.78,1781,2012.86,206,180.49,5981,6551.7,2514,5,2519,0,85,1718,0,1718,8778,11959.31,65,86.37,542,730.77,0,0,7092.94,4259.09,11352.03,9369,16,0,12754.61,21.84,0
28,540,1,3,3028,8015.48,3028,8015.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5758.46,1992.25,7750.71,0,103.94,0,103.94,160.83,1344,2651.1,456,876.46,962,2230.9,1211.17,2306,3862.27,34,54.48,495,642.67,808,1284.62,932,1660.25,245,220.25,2306,3862.27,980,0,980,0,49,1029,0,1029,2811,7447.48,44,127.55,173,440.45,0,0,4123.94,2136.67,6260.61,3023,5,0,8002.22,13.26,0
28,540,1,4,1124,6092.09,1124,6092.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3099.48,2168.61,5268.09,22.81,277.08,8.45,308.34,515.66,648,1794.88,162,313.94,228,990.66,482.79,876,2277.67,0,0,98,162.71,349,841.28,336,814,290,459.68,876,2277.67,468,0,468,0,47,461,9,470,1106,5993.72,0,0,18,98.37,0,0,2381.83,897.84,3279.67,1123,1,0,6088.07,4.02,0
28,540,1,5,98,2055.07,98,2055.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.69,1170.7,1684.39,16.18,113.49,0,129.67,241.01,60,363.69,10,14.81,11,135.19,73.44,71,437.13,0,0,8,12.05,9,36.68,8,41.43,55,346.97,71,437.13,20,0,20,0,0,6,0,6,94,2000.26,0,0,4,54.81,0,0,437.24,76.59,513.83,98,0,0,2055.07,0,0
28,540,2,1,53993,25753.31,53980,25750.71,0,0,0,0,13,1.3,1.3,0,2.6,0,0,1.3,0,0,1.3,0,0,0,0,0,0,21506.33,4175.7,25682.03,0.57,23.25,2.03,25.85,45.43,27991,13546.22,14795,6687.13,1789,1272.98,685.83,29780,14232.05,32,9.79,19110,8128.15,6423,3698.37,3226,1862.61,1366,533.13,29780,14232.05,5959,84,6043,0,32,2597,20,2617,50792,24200.08,139,91,3062,1462.23,0,0,15809.04,8607.15,24416.19,53845,148,0,25682.7,70.61,0
28,540,2,2,20657,28771.94,20651,28761.87,0,0,0,0,6,2.58,7.49,0,10.07,7.49,0,0,0,0,7.49,0,0,0,0,0,0,24006.29,4541.29,28547.58,17.96,82.5,10.18,110.64,113.72,11064,13975.68,5069,5660.2,3140,4370.41,2305.77,14204,16281.45,30,14.31,4995,4789.02,6366,7227.86,3320,4000.05,320,250.21,14204,16281.45,6119,0,6119,0,114,3490,4,3494,19324,26882.95,272,417.23,1061,1471.76,0,0,17631.31,9279.09,26910.4,20621,36,0,28725.52,46.42,0
28,540,2,3,8903,23828.77,8903,23828.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16635.17,6509.63,23144.8,54.64,252.91,10.42,317.97,366,3385,6508.07,1746,3029.55,2890,7097.55,3934.36,6275,10442.43,5,4.04,1848,2077.94,2874,4589.02,1822,3231.81,637,539.62,6275,10442.43,3206,10,3216,0,26,2246,0,2246,8263,22150.39,209,564.14,431,1114.24,0,0,11338.01,7053.03,18391.04,8880,23,0,23768.35,60.42,0
28,540,2,4,2707,15034.67,2707,15034.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7528.46,6172.77,13701.23,195.49,438.44,76.84,710.77,622.67,1041,3103.72,317,772.92,847,3651.82,2108.6,1888,5212.32,0,0,435,679.87,846,2295.95,579,1612.72,390,623.78,1888,5212.32,1253,0,1253,0,25,1044,3,1047,2566,14245.55,40,218.07,101,571.05,0,0,5750.06,2869.45,8619.51,2698,9,0,14986.06,48.61,0
28,540,2,5,287,4666.92,287,4666.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1444.79,2280.57,3725.36,139.56,276.57,60.77,476.9,464.66,135,680.46,15,72.15,89,692.18,432.36,224,1112.82,0,0,25,68.43,86,408.35,54,169.26,97,466.78,224,1112.82,163,0,163,0,12,123,0,123,277,4551.7,0,0,10,115.22,0,0,1199.22,402.96,1602.18,287,0,0,4666.92,0,0
28,540,3,1,244913,107198.77,244913,107198.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88131.15,18997.93,107129.08,2.88,62.83,3.98,69.69,0,122188,55928.25,65902,27373.75,7019,4829.15,2509.57,129207,58437.82,2034,752.43,83787,33539.51,26003,14282.88,14500,7976.86,4643,1886.14,129207,58437.82,24325,312,24637,42,318,11105,57,11162,230076,100467.15,619,364.63,14210,6363.6,8,3.39,64804.74,32847.68,97652.42,243777,1136,0,106719.03,479.74,0
28,540,3,2,87520,123539.1,87520,123539.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102641.26,20573.89,123215.15,39.05,273.65,11.25,323.95,0,43324,55865.27,21220,26102,14878,20673.99,11471.07,58202,67336.34,748,578.16,20249,20333.04,25093,28112.22,14718,17202.04,1199,1110.88,58202,67336.34,26040,37,26077,25,485,14002,3,14005,81399,114927,669,977.25,5452,7634.85,0,0,73042.98,39328.95,112371.93,87299,221,0,123238.82,300.28,0
28,540,3,3,48084,130591.98,48084,130591.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97036.01,32638.05,129674.06,176.02,649.56,24.21,849.79,68.13,18698,42853.58,8249,17180.45,15216,37001.98,20383.09,33914,63236.67,384,434.82,8440,12075.63,17109,29760.63,11848,20294.72,664,670.87,33914,63236.67,19545,56,19601,11,599,13239,21,13260,45249,122865.67,494,1369.86,2341,6356.45,0,0,67734.23,37413.56,105147.79,48024,60,0,130444.62,147.36,0
28,540,3,4,21551,123531.11,21551,123531.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68840.75,51836.36,120677.11,624.73,1534.75,314.63,2474.11,379.89,6505,25284.8,2571,8372.65,8303,35183.3,19426.29,14808,44711.09,219,374.04,2891,5476.58,8486,22678.52,5913,14941.97,700,1239.98,14808,44711.09,10958,30,10988,0,779,8573,9,8582,20361,116731.04,280,1808.28,910,4991.79,0,0,47770.11,26776.4,74546.51,21546,5,0,123506.7,24.41,0
28,540,3,5,3772,64489.44,3772,64489.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22213.58,38268.65,60482.23,702.64,1627.29,282.34,2612.27,1394.94,895,7878.07,431,3044.1,1372,11291.41,5939.54,2267,13817.61,0,0,396,1307.74,1403,7211.51,925,3522.06,224,1776.3,2267,13817.61,2329,34,2363,0,118,1718,0,1718,3542,61255.29,64,843.9,166,2390.25,0,0,14472.72,9156.19,23628.91,3771,1,0,64430.54,58.9,0
28,540,4,1,2,0.82,2,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.3,0.53,0,0.09,0,0.09,0.2,1,0.03,1,0.2,0,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03,1,0.03,0,0,0,0,0,0,0,0,2,0.82,0,0,0,0,0,0,0.03,0.2,0.23,0,0,2,0,0,0.82
28,540,4,2,4,6.26,4,6.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,2.25,4,0,0.72,0,0.72,1.54,4,1.75,0,0,0,0,0,4,1.75,0,0,0,0,0,0,0,0,4,1.75,4,1.75,0,0,0,0,0,0,0,0,4,6.26,0,0,0,0,0,0,1.76,0,1.76,0,0,4,0,0,6.26
28,540,4,3,5,13.9,5,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,5.01,8.91,0,1.6,0,1.6,3.39,3,2.34,2,1.56,0,0,0,3,2.34,0,0,0,0,0,0,0,0,3,2.34,3,2.34,0,0,0,0,0,0,0,0,5,13.9,0,0,0,0,0,0,2.34,1.57,3.91,0,0,5,0,0,13.9
28,540,4,4,3,19.56,3,19.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,7.04,12.52,0,2.25,0,2.25,4.79,0,0,3,5.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19.56,0,0,0,0,0,0,0,5.48,5.48,0,0,3,0,0,19.56
28,540,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,541,1,1,34312,13629.41,34290,13622.66,6,0.9,10,1.37,6,2.24,2.24,0,4.48,2.24,0,0,0,0,2.24,0.9,0,0,0,0,0.9,12253.13,1311.16,13564.29,7.05,26.67,1.6,35.32,29.8,16023,6140.64,14050,5578.57,850,533.92,270.39,16873,6411.03,8169,3031.88,4603,1639.91,1473,656.35,907,413.79,1970,669.1,16873,6411.03,923,35,958,15,17,264,161,425,32082,12621.92,296,207.65,1909,784.18,25,15.66,6662.39,5975.74,12638.13,34299,13,0,13622.69,6.72,0
28,541,1,2,6228,8498.28,6219,8486.33,0,0,0,0,9,8.38,3.57,0,11.95,0,3.57,0,0,0,3.57,0,0,0,0,0,0,7619.63,817.79,8437.42,8.7,29.58,3.46,41.74,19.12,1929,2459.98,2795,3630.09,1135,1529.56,750.33,3064,3210.31,1101,1136.15,854,842.23,590,503.92,337,395.04,400,332.97,3064,3210.31,486,15,501,5,6,198,59,257,5584,7618.64,192,254.55,446,616.4,6,8.69,3324.69,4482.13,7806.82,6228,0,0,8498.28,0,0
28,541,1,3,2563,6553.12,2554,6531.83,4,9.83,0,0,5,9.63,1.83,0,11.46,1.83,0,0,0,0,1.83,9.83,0,0,0,0,9.83,5239.66,922.15,6161.81,13.91,141.55,0.57,156.03,235.28,758,1431.4,943,1961.05,781,1847.21,800.51,1539,2231.91,334,561.94,444,598.22,255,328.56,313,390.75,319,352.44,1539,2231.91,221,10,231,7,0,168,19,187,2345,5998.28,113,285.27,105,269.57,0,0,2302.93,3048.42,5351.35,2561,2,0,6547.91,5.21,0
28,541,1,4,710,3857.07,710,3857.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2213.99,912.81,3126.8,5.61,233.64,1.08,240.33,489.94,222,563.63,305,758.62,178,891.74,382.44,400,946.07,70,222.98,118,210.5,33,64.63,55,170.22,175,277.74,400,946.07,28,0,28,0,0,30,16,46,667,3653.16,0,0,43,203.91,0,0,954.6,1288.57,2243.17,710,0,0,3857.07,0,0
28,541,1,5,45,651.79,45,651.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.66,272.31,483.97,0,54.27,0,54.27,113.55,13,59.97,26,81.4,6,70.29,36.68,19,96.65,0,0,2,25.22,0,0,5,35.17,12,36.26,19,96.65,0,0,0,0,5,0,12,12,42,610.06,0,0,3,41.73,0,0,96.67,115.42,212.09,45,0,0,651.79,0,0
28,541,2,1,69191,34260.94,69116,34199.95,19,15.97,0,0,56,26.94,18.08,0,45.02,18.08,0,0,0,0,18.08,15.97,0,0,0,0,15.97,32141.42,2094.36,34235.78,8.58,13.17,2.96,24.71,0.45,25236,11788.06,37891,18997.98,1891,1355.38,682.85,27127,12470.91,7542,3416.37,10930,4713.5,4046,2005.42,1612,821.58,3261,1514.04,27127,12470.91,2619,15,2634,0,15,549,201,750,64562,31966.6,303,202.06,3997,1929.3,329,162.98,13008.78,20055.94,33064.72,69138,53,0,34238.15,22.79,0
28,541,2,2,32633,46095.44,32614,46067.37,9,12.03,0,0,10,8.02,8.02,0,16.04,8.02,0,0,0,0,8.02,12.03,0,0,0,0,12.03,42717.58,3119.14,45836.72,48.2,174.26,2.08,224.54,34.18,8036,10516.71,19072,25814.24,4494,6386.63,3177.09,12530,13693.8,2866,3259.65,4508,4491.4,2325,2452.29,1478,1581.59,1682,1908.87,12530,13693.8,1866,73,1939,5,0,696,272,968,30374,42867.87,584,838.71,1586,2270.72,89,118.14,14173.33,29684.24,43857.57,32621,12,0,46080,15.44,0
28,541,2,3,21850,57743.03,21714,57357.76,73,244.66,0,0,63,86.11,54.5,0,140.61,54.5,0,0,0,0,54.5,244.66,0,0,0,0,244.66,50673.54,6413.64,57087.18,132.78,424.62,7.6,565,90.85,3165,7222.1,11819,28348.51,6123,15102.93,6978.23,9288,14200.33,1683,2555.8,2887,4014.61,1907,2594,1941,2965.76,1223,2070.16,9288,14200.33,1697,22,1719,3,0,1509,153,1662,20704,54775.13,525,1403.1,607,1532.7,14,32.1,15016.98,36942.79,51959.77,21845,5,0,57728.84,14.19,0
28,541,2,4,7483,40326.1,7483,40326.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31421.25,7164.03,38585.28,43.7,733.22,6.71,783.63,957.19,1115,3469.68,3620,16101.3,2446,11850.27,4057.64,3561,7527.32,761,1368.79,1184,2287.22,613,976.65,412,918.19,915,1976.47,3561,7527.32,629,6,635,0,0,439,70,509,7075,38200,292,1532.01,116,594.09,0,0,7680.55,24361.22,32041.77,7481,2,0,40316.15,9.95,0
28,541,2,5,438,5947.83,438,5947.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3047.88,2124.4,5172.28,0,331.57,0,331.57,443.98,67,382,209,1319.97,151,1345.91,424.31,218,806.31,49,209,49,212.88,17,25.62,49,181.19,70,177.62,218,806.31,29,1,30,0,0,67,13,80,408,5558,21,266.41,9,123.42,0,0,806.34,2440.76,3247.1,438,0,0,5947.83,0,0
28,541,3,1,133781,63632.18,133619,63521.08,67,38.01,0,0,95,43.01,30.08,0,73.09,25.32,2.38,0,0,2.38,30.08,38.01,0,0,0,0,38.01,59305.75,4141.59,63447.34,46.1,60.31,22.91,129.32,55.52,63640,29753.28,56355,26645.23,4135,2907.24,1538.34,67775,31291.62,29960,13752.65,21961,9332.88,7486,3939.91,3294,1578.57,5958,2687.61,67775,31291.62,4166,96,4262,31,24,1506,243,1749,123564,58515.43,515,373.41,9456,4628.99,246,114.35,32312.45,28662.65,60975.1,133711,70,0,63598.18,34,0
28,541,3,2,55299,78019.44,55179,77837.99,50,74.17,0,0,70,75.72,31.56,0,107.28,20.33,11.23,0,0,0,31.56,74.17,0,0,0,0,74.17,71401.55,6181.51,77583.06,209.33,143.59,41.86,394.78,41.6,20223,26682.35,22251,30049.66,10251,14669.54,6981.88,30474,33664.23,11617,12425.03,7663,7519.78,6728,7060.53,2987,3300.86,3282,3358.03,30474,33664.23,4993,127,5120,23,0,2292,97,2389,50546,71260.75,1152,1661.88,3475,4922.96,126,173.85,34732.35,38886.62,73618.97,55260,39,0,77966.49,52.95,0
28,541,3,3,34328,92755.53,34224,92468.76,50,142.58,0,0,54,103.2,40.99,0,144.19,34.24,6.75,0,0,0,40.99,128.34,14.24,0,0,0,142.58,83335.01,8463.28,91798.29,427.05,356,29.56,812.61,144.63,9186,22564.53,11512,28189.89,12418,32580.59,14938.63,21604,37503.16,6922,11412.56,5182,6990.47,5814,8144.58,4269,6981.75,2484,3973.8,21604,37503.16,5355,88,5443,17,52,3126,132,3258,30721,82859.4,1635,4630.7,1895,5047.84,77,217.59,38645.3,47440.76,86086.06,34310,18,0,92703.56,51.97,0
28,541,3,4,14649,82455.55,14615,82288.65,11,51.1,0,0,23,98.04,17.76,0,115.8,2.97,14.79,0,0,0,17.76,51.1,0,0,0,0,51.1,69393.14,11187.74,80580.88,430.77,859.81,35.17,1325.75,548.92,2936,13620.59,3353,14940.32,7920,40832.23,18908.17,10856,32528.76,3538,9104.92,2805,6112.1,3192,6466.36,2935,7538.07,1509,3307.31,10856,32528.76,3269,83,3352,45,32,2721,145,2866,12962,72853.65,1011,5845.84,651,3609.64,25,146.42,33177.35,37713,70890.35,14649,0,0,82455.55,0,0
28,541,3,5,1585,24456.82,1579,24394.5,0,0,0,0,6,40.08,22.24,0,62.32,5.56,0,0,0,16.68,22.24,0,0,0,0,0,0,16915.08,5161.44,22076.52,96.57,976.45,10.01,1083.03,1297.27,392,3228.28,314,3648.53,841,10038.27,4364.79,1233,7593.07,248,1211.77,388,2043.86,281,1339.45,385,1809.06,313,1188.93,1233,7593.07,396,0,396,0,10,633,134,767,1337,20991.24,170,2277.47,78,1188.11,0,0,7706.78,9463,17169.78,1584,1,0,24446.3,10.52,0
28,541,4,1,26,13.08,26,13.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,5.01,8.78,0,1.39,0,1.39,2.91,16,3.08,7,0.69,0,0,0,16,3.08,2,1.29,4,0.62,0,0,0,0,10,1.17,16,3.08,0,0,0,0,0,0,0,0,26,13.08,0,0,0,0,0,0,3.1,0.69,3.79,0,0,26,0,0,13.08
28,541,4,2,18,26.93,18,26.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,15.96,19.32,0,2.44,0,2.44,5.17,7,1.96,5,1.4,0,0,0,7,1.96,0,0,0,0,0,0,0,0,7,1.96,7,1.96,0,0,0,0,0,0,0,0,15,22.71,0,0,3,4.22,0,0,1.97,1.4,3.37,0,0,18,0,0,26.93
28,541,4,3,16,49.45,16,49.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,14.94,34.54,0,4.77,0,4.77,10.14,12,17.23,4,2.37,0,0,0,12,17.23,3,4.99,4,5.56,3,2.49,0,0,8,4.19,12,17.23,3,0,3,0,0,0,0,0,16,49.45,0,0,0,0,0,0,17.24,5.28,22.52,0,0,16,0,0,49.45
28,541,4,4,28,175.05,28,175.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.38,48.67,124.05,2.33,15.58,0,17.91,33.09,17,48.87,9,9.64,2,16.87,10.96,19,59.83,9,43.73,0,0,3,4.39,0,0,10,11.71,19,59.83,3,0,3,0,0,0,0,0,28,175.05,0,0,0,0,0,0,59.86,15.56,75.42,0,0,28,0,0,175.05
28,541,4,5,23,1616.16,23,1616.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214.82,160.01,1374.83,0,54.24,0,54.24,187.09,10,69.82,8,214.56,5,930.44,363.62,15,433.44,4,147.81,1,8.51,0,0,2,234.19,8,42.93,15,433.44,0,0,0,0,0,6,0,6,23,1616.16,0,0,0,0,0,0,433.45,781.48,1214.93,0,0,23,0,0,1616.16
